pilotpid,Methanobrevibacter,Methanosphaera,Methanomassiliicoccus,vadinCA11,Actinomyces,Arcanobacterium,Mobiluncus,Corynebacterium,Rothia,Propionibacterium,Bifidobacterium,Gardnerella,Scardovia,Adlercreutzia,Atopobium,Collinsella,Eggerthella,Enterococcus,Slackia,Bacteroides,Paludibacter,Parabacteroides,Porphyromonas,Tannerella,Prevotella,AF12,Alistipes,Butyricimonas,Odoribacter,CF231,Paraprevotella,YRC22,Capnocytophaga,Pedobacter,Bacillus,Staphylococcus,Abiotrophia,Lactobacillus,Pediococcus,Leuconostoc,Weissella,Lactococcus,Streptococcus,Turicibacter,Christensenella,Clostridium,SMB53,Dehalobacterium,Anaerofustis,Pseudoramibacter_Eubacterium,Anaerostipes,Blautia,Butyrivibrio,Coprococcus,Dorea,Lachnoanaerobaculum,Lachnobacterium,Lachnospira,Lactonifactor,Marvinbryantia,Moryella,Oribacterium,Roseburia,Shuttleworthia,Ruminococcus,Peptococcus,rc4-4,Peptostreptococcus,Anaerotruncus,Butyricicoccus,Faecalibacterium,Gemmiger,Oscillospira,Syntrophomonas,Acidaminococcus,Anaerovibrio,Dialister,Megamonas,Megasphaera,Mitsuokella,Phascolarctobacterium,Schwartzia,Selenomonas,Succiniclasticum,Veillonella,Mogibacterium,Jan-68,Anaerococcus,Finegoldia,Parvimonas,Peptoniphilus,WAL_1855D,ph2,Allobaculum,Anaerorhabdus,Bulleidia,Catenibacterium,Coprobacillus,Holdemania,RFN20,Eubacterium,cc_115,p-75-a5,Fusobacterium,Leptotrichia,Sneathia,Victivallis,Brevundimonas,Ochrobactrum,Agrobacterium,Shinella,Paracoccus,Raphanus,Sphingomonas,Achromobacter,Sutterella,Oxalobacter,Ralstonia,Kingella,Neisseria,Bilophila,Desulfovibrio,Campylobacter,Helicobacter,Succinivibrio,Cardiobacterium,Providencia,Aggregatibacter,Haemophilus,Acinetobacter,Pseudomonas,Ignatzschineria,Pseudoxanthomonas,Treponema,Brachyspira,Pyramidobacter,TG5,Cloacibacillus,Synergistes,Anaeroplasma,Mycoplasma,Akkermansia
S111    ,0.000225788,0.0,0.0,0.0,0.0,0.0,0.0,3.01e-05,3.01e-05,0.0,0.000301051,0.0,0.0,0.0,0.0,0.0,0.0,0.000406418,0.0014600960000000001,0.29731763899999997,0.0,0.06827829099999999,0.0,0.0,0.038534485,0.0,0.0031610320000000003,0.000797784,0.000827889,0.0,0.0019417770000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0008579939999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008715417,0.0,0.0,0.0,0.0,0.0,0.004651233,0.0,0.010717404,0.045503808,0.0,0.000436523,0.042613722,0.0,0.0,0.0,0.0,0.090571093,0.0,0.139838035,0.00037631300000000003,0.0,0.0,0.0,0.0,0.07846885599999999,0.004380287,0.031113586000000002,0.0,0.0,0.0,0.021133757000000003,0.0,0.002483668,0.0,0.016091158,0.0,0.0,0.0,0.0,0.000511786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000496734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035388506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030029804,0.0,0.0,0.0,0.0,0.014902008000000001,0.005433965,0.0,0.0,0.0,0.0,0.0,0.0,0.000195683,0.0,0.0,0.0,0.0,0.0,0.0,0.001610621,0.0,0.0,0.0,0.0,0.0,0.000165578
S112    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266528,0.0,0.0,0.0,4.44e-05,0.002991042,0.0,0.0,0.0,0.293003628,0.0,0.007729326,0.0,0.0,0.210424224,0.0,0.049677945,0.0026800920000000002,0.0065003330000000005,0.0,0.02802991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004146,0.00011845700000000001,0.0,0.010527874,0.0,0.0,0.0,0.0,0.0008292,0.007522025999999999,0.0,0.00093285,0.010024432,0.0,0.023321241,0.0021026129999999997,0.0,0.0,0.0,0.0,0.009091581999999999,0.0,0.10618198,0.0,0.0,0.0,0.000133264,0.0,0.034160065,0.0,0.05192863,0.0,0.0029021990000000003,0.0,0.0006663210000000001,0.0,0.0005626709999999999,0.0,0.063892796,0.0,0.0,0.0,0.000918042,0.00072555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047382800000000003,0.000947657,0.0,0.00429407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052905901,0.0,0.0,0.0,0.000355371,0.006855704000000001,0.004797512,2.9600000000000005e-05,0.0,0.0,0.0,0.0,0.0,0.000192493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008440069999999999
S115    ,0.0,0.0,0.0,0.0,0.0001032,0.0006106,0.0,0.0,0.0,0.0,0.013390208,0.0,0.0,0.002055401,0.0,0.0016340010000000002,0.0,0.0,0.0,0.296089578,0.0,0.053707032,0.0,0.0,0.224030134,0.0,0.044315827,0.005968404,0.0057362030000000005,0.0,0.0,0.0,3.4399999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003096,8.6e-05,9.46e-05,0.000731,0.00013759999999999998,0.0,0.0,0.0,0.0006364,0.023667214,0.0,0.010044806,0.009202006,0.0,0.0,0.012547408000000001,0.0,0.0,0.0,0.0,0.03313582,0.0,0.019040411,0.0,0.0,0.0,0.0,0.0,0.07657444599999999,0.008711805,0.03268002,0.0,0.0017630010000000002,0.0,0.0,0.0,0.004876203,0.0,0.04957903,0.0,0.0,0.0,0.0001978,0.0,0.0,0.0,0.0,3.4399999999999996e-05,5.16e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.6e-05,0.000301,0.0,0.004265603,0.0,0.0,0.0,0.0,7.74e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028268217,0.0,0.0,0.0,7.74e-05,0.003491602,0.030917019,0.0,0.0,0.0,0.0,0.0,0.0,0.0003956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7199999999999998e-05,0.0,0.00032680000000000003
S118    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49e-05,0.00010796,0.0,0.009724702,0.000465058,0.0,0.00172736,0.10977037699999999,0.0,0.002408338,0.0,0.0,0.587850351,0.0,0.002499689,0.00010796,9.97e-05,0.0,0.0,0.0,1.66e-05,0.0,0.0,0.0,0.0,0.000249138,0.0,0.0,0.0,0.0,0.003703857,0.001054686,0.0,0.000265748,0.0,0.0,0.0,0.0,9.14e-05,0.012124735,0.0,0.004168916,0.00181871,0.0,0.000149483,0.004700411,0.0,0.0,0.0,0.0,0.013960055,0.0,0.013544823999999999,9.14e-05,0.0,0.0,0.0009467260000000001,0.0,0.051148112999999995,0.005887971,0.006793174,0.0,0.033152016,1.66e-05,0.0,0.0,0.0014283929999999998,0.0,0.077764398,0.0,0.0,0.0,0.000523191,0.000232529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008802889999999999,0.00986588,0.0,0.000257443,0.0,0.000274052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037121621,0.0,0.0,0.0,0.000298966,0.0,0.000382012,0.0,0.0,0.0,0.0,0.0,0.0,0.00183532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000465058
S120    ,0.003590049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000342768,0.0,0.0,0.0,0.018924429,0.0,0.0,0.003914777,0.106312352,0.0,0.095848893,5.41e-05,0.0,0.148743483,0.0,0.081633021,0.004059101,0.00524977,0.0,0.001118508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000288647,0.008551172,0.0,0.000559254,0.0,0.0,0.0,0.031697065,0.041240461,0.002868431,0.00483484,0.0,0.0007576989999999999,0.0,0.0,0.0,0.0,0.0,0.018274972,0.000523173,0.044686185999999996,0.00081182,0.0,0.0,0.0,0.0,0.037470008,0.0026519459999999996,0.092060399,0.0,0.09301654300000001,0.0,0.044090852,0.0,0.019285238,0.0,0.000595335,0.0,0.0,0.0,0.000144324,0.000883982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010824299999999999,0.011239198,0.0009561439999999999,0.000360809,0.0,0.018653822,9.02e-05,0.0,0.0011906689999999999,5.41e-05,0.0,0.015153975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011563926,0.0,0.0,0.0,0.0,0.004510112,0.020530028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005051330000000001,0.0,0.0,0.0,0.0,0.0,0.0
S122    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001802885,0.0,0.01181891,0.0,0.0,0.0,0.0,0.003405449,0.0,0.0,0.0,0.075120192,0.0,0.007211538000000001,0.0,0.0,0.290665064,0.0,0.023036859,0.0,0.001201923,0.004607372,0.0,0.0,0.0,0.0,0.0,0.0,0.001001603,0.0,0.0,0.0,0.0,0.0,0.015224359,0.0,0.0,0.0,0.0,0.000400641,0.0,0.0,0.0,0.012219551,0.009815705,0.034455128,0.006410256,0.0,0.0,0.0070112180000000005,0.0,0.0,0.0,0.005408654000000001,0.030448718,0.0,0.052684295,0.0,0.0,0.0,0.0,0.0,0.071915064,0.006610576999999999,0.09294871800000001,0.0,0.0,0.01181891,0.019030448999999998,0.0,0.0,0.0,0.071915064,0.0,0.0,0.0,0.01963141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029447115,0.0,0.0,0.0,0.006610576999999999,0.0,0.0,0.0,0.003004808,0.0,0.0050080129999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017027244,0.0,0.0,0.0,0.008213141,0.002003205,0.008613782,0.0,0.0,0.01181891,0.0,0.0,0.0,0.008413462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012019231000000002
S123    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-05,0.0,0.0,0.00011080600000000001,0.000138508,0.0,0.002700906,0.000138508,0.01907255,0.0018698579999999999,0.0,0.00103881,0.299703593,0.0,0.043311449,0.0,0.0,0.003919776,0.0,0.16395191,0.0,0.014834206,0.0,0.0,0.0,0.0,0.0,0.002631652,0.0,0.0,4.16e-05,0.0,6.929999999999999e-05,0.0,0.000152359,0.0033380429999999997,0.0,0.000650988,0.00018006,0.0,0.0,0.00018006,0.0,0.000540181,0.071719438,0.0,0.027618494,0.011565417,0.0,0.0036566109999999997,0.00019391099999999998,0.0,0.0,0.0,0.0,0.002133023,0.0,0.055029225,0.0,0.0,5.539999999999999e-05,0.0,0.0,0.013033602,0.0015928420000000001,0.025236156000000003,0.0,0.017438156,0.0,0.00011080600000000001,0.0,0.00048477800000000005,0.0,0.006482174,0.0,0.0,0.0,0.000235464,2.7699999999999996e-05,0.0,9.7e-05,0.000263165,0.0,9.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-05,0.0,0.014820355,0.0,0.0,0.0,0.0,5.539999999999999e-05,0.0,0.0,0.0,0.0,5.539999999999999e-05,0.0,0.0,0.0,0.0,0.009792515,0.000415524,0.0,0.0,0.00016621,0.002645503,0.016468599999999996,4.16e-05,0.0,4.16e-05,0.0,0.0,0.0,0.000235464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159422699
S125    ,0.0,0.0,0.0,0.0,5.68e-05,0.0,0.0,0.0,0.0,0.0,0.001164773,0.0,0.0,0.0,0.0,0.0,0.000255682,0.002102273,0.000767045,0.18694602300000002,0.0,0.018309659,0.0,0.0,0.30089488600000003,0.0,0.028338067999999998,0.0,0.006235795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000539773,0.0,0.0,0.0,0.0,0.006661932,0.000127841,0.0,0.0055397730000000004,0.00015625,0.0,0.0,0.0,0.0,0.017471591,0.0,0.008551135999999999,8.52e-05,0.0,0.023551136,0.024602272999999997,0.0,0.0,0.0,0.0,0.130525568,0.0,0.014772727,0.0,0.0,0.0,0.0,0.0,0.033948864,0.0,0.013536932,0.0,0.069644886,0.0,0.0041761359999999996,0.0,0.010653408999999999,0.0,0.081761364,0.0,2.84e-05,0.0,0.004829545,0.0,0.0,5.68e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.001036932,0.0,0.0,0.000142045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000724432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000241477
S127    ,0.017501618,0.0,7.77e-05,0.0,0.000491909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028530744,7.77e-05,0.029902913,0.0,0.0009579289999999999,0.0,0.16044012900000001,0.0,0.0046343040000000005,5.18e-05,0.0,0.0030291259999999996,0.0,0.0030809059999999996,0.002252427,0.027029126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18e-05,0.0,0.0,0.004427184,0.0007766989999999999,0.001812298,0.012245955,0.0,0.0,0.000414239,0.00807767,0.00015534,0.019650485,0.0,0.012194175,0.000621359,0.0,0.0,0.000543689,0.0,0.0,0.0,0.0,0.0016828479999999998,0.0,0.11482200599999999,0.0,0.0,0.0,0.0,0.0,0.009941748,0.010304207,0.35461488700000005,0.0,0.0005954690000000001,0.0,0.0,0.0,0.0,0.0,0.0024077670000000003,0.00012945,0.0,0.0,0.001889968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983819,0.0002589,0.0,0.00031068,0.00044012900000000004,0.0,0.0020711970000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038265372,0.0,0.0,0.0,0.001294498,0.022343042,0.000569579,0.0,0.0,0.0,0.0,0.0,0.0,0.001139159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017734628,0.0,0.0,0.0,0.079171521
S128    ,0.0,0.0,0.0,0.0,0.00018978099999999998,0.0,0.0,5.8399999999999997e-05,0.0,0.0,0.000248175,0.0,0.0,0.0006131390000000001,0.0,0.0,0.001109489,0.0,0.0,0.11134306599999999,0.0,0.003489051,0.0,0.0,0.023051095,0.0,0.05680292,0.034817518,0.004072993,0.0,0.0014890510000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000583942,0.0,0.000233577,0.000437956,0.0,0.000817518,0.0,7.3e-05,0.0,0.063430657,0.0,0.067153285,0.006963504000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03579562,0.0,0.09738686099999999,0.0,0.0,0.0,0.0,0.0,0.199284672,0.00010219,0.031386861,0.0,0.054992701,0.0,0.007343066,0.0,0.0,0.0046131390000000005,0.142437956,0.0,0.0,0.0,0.00042335800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000744526,0.000846715,0.0,0.0057664230000000006,0.000218978,0.0,0.0,5.8399999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000583942,0.0,0.0,0.0,0.000131387,0.012218978,0.026569343,0.0,0.0,0.0,0.0,0.0,0.0,0.0011824819999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.000744526,0.0,0.0,0.0,0.0,0.0,0.00018978099999999998
S129    ,0.0,0.0,0.0,0.0,0.000156372,0.0,0.0,0.000169403,0.0,0.0,0.0,0.0,0.0,0.000794892,7.82e-05,0.009695074,0.000482148,0.0,0.0,0.6857440709999999,0.0,0.06747459,0.0,0.0,0.014086526,0.0,0.001316132,0.000117279,0.000117279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115976,0.0,0.0,0.011506385,0.0,0.0,0.0,7.82e-05,0.0,0.019311962,0.0,0.0013812870000000001,0.000247589,0.0,0.0,0.000338806,0.0,0.0,0.0,0.0,0.0,0.0,0.033893667,0.0,0.0,0.0,0.0,0.0,0.035144643999999996,0.0,0.011493353999999999,0.0,0.0,0.0,3.91e-05,0.0,0.0,0.0,0.08020589,0.0,2.61e-05,0.0,0.001042481,0.0018894970000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000286682,0.000873078,0.0,0.0009903569999999999,0.0,0.0,0.000182434,0.000169403,0.0,0.0,0.0,2.61e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00063852,0.016484231999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016288770000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007297369999999999
S130    ,0.0,0.0,0.0,0.0,0.000335245,0.0,0.0,0.00022349700000000002,0.0,0.0,0.00029799599999999997,0.0,0.0,0.0,0.0,0.0017134770000000001,0.0,0.0,0.0,0.066117857,0.0,0.005885421,0.0,0.0,0.57922968,0.0,0.017470014,0.003873948,0.001266483,0.0,0.000633241,0.0,0.000409744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008828131,0.0,0.0,0.002570215,0.0,0.0,0.0,0.0,0.0,0.003613201,0.0,0.002458467,0.0014154810000000001,0.0,0.001303732,0.004544439,0.0,0.0,0.0,0.0,0.014266557,0.0,0.009759368000000001,0.0,0.0,0.0,0.0,0.0,0.11714966800000001,0.001899724,0.008194889,0.0,0.005475676,0.0,0.004395441,0.0,0.0039856959999999995,0.014862549,0.039447217,0.0,0.0,0.0,0.01259033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000968487,0.0,0.0,0.0,0.001042986,0.0,0.0,0.002607465,0.001303732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031289578,0.0,0.0,0.0,0.005512926,0.00145273,0.004358191,0.000335245,0.0,0.0,0.0,0.0008939880000000001,0.000819489,0.004954183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010243612
S131    ,0.000165429,0.0,0.0,3.1e-05,0.0,0.0,0.0,0.0,6.2e-05,0.0,0.000248144,0.0,0.0,0.0,3.1e-05,0.005593580999999999,0.0,0.0,0.0,0.0071755,0.0,0.00109597,0.0,0.0,0.543725056,0.0,0.001437168,0.000361877,0.003081122,0.003784197,0.004776774,0.0,0.0,0.0,0.0,0.0,0.0,0.000227465,0.0,0.0,0.0,0.0,0.00171633,0.000258483,0.0,3.1e-05,0.0,4.14e-05,0.0,0.0,0.0,0.0049008459999999995,0.000734093,0.001292417,0.005076614,0.0,0.001302756,0.000734093,0.0,0.0,0.0,0.001581919,0.00623462,0.0,0.009305403,0.000454931,0.0,0.0,0.0,0.000248144,0.005014578,0.001674973,0.02292231,0.0,0.00029984099999999996,0.073946939,0.008395541999999999,0.0,0.010091193,0.00040323400000000004,0.08651957199999999,0.0,5.17e-05,0.0,0.0,0.001199363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05,0.0,0.000651378,0.003525714,0.0,0.0,0.0,0.002212618,0.0,0.0,5.17e-05,0.0,0.0,0.00702041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00202651,0.00035153699999999996,0.0,0.0,0.00011373299999999999,0.000527306,0.011683451000000001,0.0,0.0,0.15300151,0.0,0.0,0.0,0.00031018,0.0,0.0,0.0,0.0,0.0,0.001013255,0.0,0.0,0.0,0.000971898,0.0,0.0,0.000279162
S149    ,3.5499999999999996e-05,0.0,0.0,0.000939658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011967339999999999,0.0,0.0040866259999999995,0.0,0.0,0.0007091760000000001,0.007703423,0.0,0.00294308,0.0,0.0,0.46417332299999997,0.0,9.75e-05,0.0018349929999999998,0.00250871,0.002881027,0.002136392,0.0,0.0,0.0,0.0,0.0,0.0,0.0007712289999999999,0.0,0.0,7.09e-05,0.0,0.000141835,0.0,2.6600000000000003e-05,0.00013297,0.0,0.000203888,0.0,0.0,0.0,0.004529861,0.000549611,0.012313066000000001,0.002712598,0.0,0.006001401,0.010681961,0.0,0.0,0.0,0.006799223,0.043268590999999995,0.0,0.014316487,0.000212753,0.0,0.0,0.0,0.0,0.041823646,0.004423484,0.056654286,0.0,0.000115241,0.0,0.003856144,0.0,0.0,0.0,0.065811519,0.0,0.0,0.0,0.00015069999999999998,0.001010576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001063764,0.005451789,0.0,0.0,0.0,0.0034306379999999997,0.0,0.000115241,2.6600000000000003e-05,0.0,0.0,0.000239347,0.0,0.0,1.77e-05,0.0,0.0,0.0,0.0,0.0,0.002482115,0.0,0.0,0.0,0.0,0.000398911,0.016506068,0.0,0.0,0.202389923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3200000000000006e-05
